Init_station,Init_time,Time,Value,Total
67.0,99.0,88.5,453931.7241536804,4592486.552386656
67.0,123.0,88.5,453784.8706421705,4592437.511592764
68.0,3.0,88.58333333333333,449876.4688695497,4590780.248428721
68.0,99.0,88.58333333333333,449413.3800783969,4590542.791605718
68.0,123.0,88.58333333333333,449256.7909827301,4590471.084768338
69.0,3.0,88.58333333333333,459365.9287517369,4593618.812659208
69.0,99.0,88.58333333333333,459161.3267224268,4593535.659802542
69.0,123.0,88.58333333333333,458880.3771003388,4593418.528377697
70.0,3.0,88.5,455743.95643967926,4593204.796675518
70.0,99.0,88.5,455595.33918447135,4593139.584827008
70.0,123.0,88.5,455528.92018743075,4593124.606153149
71.0,3.0,88.54166666666667,460290.1688251754,4593580.622762471
71.0,99.0,88.54166666666667,459930.0971121219,4593354.027800769
71.0,123.0,88.54166666666667,459923.11113777617,4593413.8351400485
72.0,3.0,88.5,455319.14937361574,4593064.638284198
72.0,99.0,88.5,455182.2277587282,4592999.444041677
72.0,123.0,88.5,455127.8572205825,4592991.93816259
73.0,3.0,88.5,455606.364376785,4593146.595440712
73.0,99.0,88.5,455314.86250737205,4593026.523713153
73.0,123.0,88.5,455216.2410867249,4592994.768844062
74.0,3.0,90.58333333333333,448089.7647257952,4588115.926314399
74.0,99.0,90.625,447886.46638646733,4587995.817621807
74.0,123.0,90.625,447896.4982778281,4588000.299905353
75.0,3.0,90.79166666666667,441848.5777729843,4583130.068884468
75.0,99.0,90.83333333333333,441633.81759998563,4582976.189152831
75.0,123.0,90.875,441604.9715009501,4582954.773018783
76.0,3.0,88.5,453904.06971901085,4592604.7178912135
76.0,99.0,88.5,453741.04440065083,4592516.306216276
76.0,123.0,88.5,453684.1580522385,4592505.479593258
77.0,3.0,88.5,455955.1359677468,4593187.554083898
77.0,99.0,88.5,455727.2953767966,4593093.147169571
77.0,123.0,88.5,455699.2153938345,4593077.026785549
78.0,3.0,88.5,455469.05815962714,4593153.3631057795
78.0,99.0,88.5,455075.78360373457,4592986.470359119
78.0,123.0,88.5,454944.7197562448,4592966.632620679
79.0,3.0,88.5,452452.563376376,4592122.361595916
79.0,99.0,88.5,451708.60550967744,4591782.184899974
79.0,123.0,88.5,451647.31484505,4591760.665056802
80.0,3.0,93.16666666666667,439732.78794190206,4583914.722362837
80.0,99.0,93.25,439446.63745882007,4583728.682072429
80.0,123.0,93.33333333333333,439384.4470220058,4583680.905388152
81.0,3.0,88.91666666666667,447572.7091104564,4588846.708753504
81.0,99.0,88.95833333333333,447008.2144250738,4588521.635237364
81.0,123.0,89.0,446953.5371105874,4588484.658493971
82.0,3.0,109.08333333333333,458940.29091098486,4590707.318996053
82.0,99.0,109.16666666666667,458838.2109443286,4590618.2101219
82.0,123.0,109.16666666666667,458868.75253126415,4590659.079575398
83.0,3.0,88.66666666666667,449266.4615450159,4590555.719386928
83.0,99.0,88.70833333333333,448884.51973213215,4590336.004255598
83.0,123.0,88.70833333333333,448892.23224508396,4590350.059723521
84.0,3.0,89.0,445185.125536319,4587447.511571839
84.0,99.0,89.04166666666667,444785.3902940516,4587190.618163224
84.0,123.0,89.04166666666667,444695.2876963507,4587125.24902745
85.0,3.0,88.5,451314.2991944033,4591742.47277152
85.0,99.0,88.5,450863.99546583963,4591533.2270357935
85.0,123.0,88.5,450785.11713076837,4591509.660501048
86.0,3.0,98.33333333333333,445893.74913604,4586910.00329596
86.0,99.0,98.58333333333333,445645.6170095969,4586752.751165114
86.0,123.0,98.54166666666667,445683.8065509101,4586775.763585878
87.0,3.0,88.45833333333333,452541.2120552213,4592067.069585916
87.0,99.0,88.45833333333333,452173.9602641284,4591894.387153914
87.0,123.0,88.45833333333333,452081.0083713438,4591837.12338344
88.0,3.0,88.45833333333333,454346.68131644325,4592815.286172075
88.0,99.0,88.45833333333333,454091.05732227257,4592695.853913778
88.0,123.0,88.45833333333333,453980.02545423264,4592655.8899322
89.0,3.0,88.45833333333333,453914.7396626024,4592615.264929021
89.0,99.0,88.45833333333333,453679.3574049965,4592493.187886367
89.0,123.0,88.45833333333333,453427.770761732,4592401.48772913
90.0,3.0,88.5,452754.12006617617,4592216.216491226
90.0,99.0,88.5,452215.28871203016,4591978.847288183
90.0,123.0,88.5,452237.229671793,4591996.530605995
91.0,3.0,90.66666666666667,441611.0485015836,4583753.719396075
91.0,99.0,90.75,441211.427457318,4583467.404326791
91.0,123.0,90.79166666666667,441117.4681312926,4583395.961721119
92.0,3.0,88.66666666666667,447572.0420201329,4589565.989675563
92.0,99.0,88.66666666666667,447185.2520406154,4589362.514516637
92.0,123.0,88.66666666666667,446993.7489356862,4589251.996514156
93.0,3.0,88.5,454732.26485184487,4592930.346392261
93.0,99.0,88.5,454262.3067658245,4592740.271137638
93.0,123.0,88.5,454127.2395124937,4592695.099886341
94.0,3.0,98.25,451176.1837187083,4590442.0087997
94.0,99.0,98.33333333333333,451100.8138744943,4590377.005994452
94.0,123.0,98.33333333333333,451077.3455487953,4590389.497069058
95.0,3.0,91.0,449624.4227213821,4589081.241624119
95.0,99.0,91.08333333333333,449305.99422033847,4588916.061989437
95.0,123.0,91.16666666666667,449197.60785669985,4588856.860142089
96.0,3.0,88.5,456077.8255429167,4593395.564221056
96.0,99.0,88.5,455654.50432004465,4593255.541423621
96.0,123.0,88.5,455662.94944853126,4593254.69628956
97.0,3.0,88.5,454356.807154424,4592673.454578487
97.0,99.0,88.5,454077.5641558476,4592545.069809117
97.0,123.0,88.5,454080.15521528915,4592548.55396436
98.0,3.0,88.5,455979.18489354814,4593287.239116946
98.0,99.0,88.5,455780.5322068945,4593181.360130528
98.0,123.0,88.5,455544.4186351003,4593089.009701167
99.0,3.0,88.5,455025.2385360333,4593019.301579792
99.0,99.0,88.5,454755.57713787607,4592909.549494084
99.0,123.0,88.5,454750.98994950304,4592913.54884802
100.0,3.0,89.45833333333333,466269.63601547026,4590470.795282979
100.0,99.0,89.5,466300.5370246726,4590348.708810173
100.0,123.0,89.5,465798.05222642643,4590258.132317778
101.0,3.0,88.5,455458.56787966774,4593080.433232669
101.0,99.0,88.5,455102.2882218872,4592963.574063414
101.0,123.0,88.5,454989.48503197415,4592913.360695
102.0,3.0,88.45833333333333,456575.8318702037,4593657.393529259
102.0,99.0,88.45833333333333,455732.2418650571,4593321.837571761
102.0,123.0,88.45833333333333,455965.7274623295,4593403.878653144
103.0,3.0,88.45833333333333,453053.2568947225,4592409.882207514
103.0,99.0,88.45833333333333,452767.2104628751,4592299.851665683
103.0,123.0,88.45833333333333,452770.649257838,4592287.970537474
104.0,3.0,88.5,454604.44478597736,4592730.32727652
104.0,99.0,88.5,454403.62754972477,4592636.415835131
104.0,123.0,88.5,454321.1657698411,4592607.4152593445
105.0,3.0,88.5,453251.24386226176,4592324.440132528
105.0,99.0,88.5,452880.5471832455,4592158.065037688
105.0,123.0,88.5,452803.9738388467,4592134.874610787
106.0,3.0,88.5,455419.0885365559,4593145.0639879815
106.0,99.0,88.5,455013.3105342479,4592976.545871846
106.0,123.0,88.5,455043.84205550764,4592996.318337413
107.0,3.0,88.5,455329.828867611,4593148.63789769
107.0,99.0,88.5,455115.6159107696,4593072.966227328
107.0,123.0,88.5,454944.21112985234,4593015.41135674
108.0,3.0,88.5,455125.7503515743,4593052.323871566
108.0,99.0,88.5,454841.20036452153,4592909.025884216
108.0,123.0,88.5,454585.7435192284,4592837.466705037
109.0,3.0,88.5,455676.19869774516,4593233.348538464
109.0,99.0,88.5,455292.0685430113,4593094.576356016
109.0,123.0,88.5,455389.726397311,4593119.273228337
110.0,3.0,88.5,451848.20399779157,4591486.673407022
110.0,99.0,88.54166666666667,451417.3552151288,4591257.199240049
110.0,123.0,88.54166666666667,451353.17647240346,4591216.548174538
111.0,3.0,95.375,443320.6250926939,4585346.3972384855
111.0,99.0,95.54166666666667,443062.66186915594,4585174.744624769
111.0,123.0,95.54166666666667,442988.9932870052,4585136.969412722
112.0,3.0,88.5,457117.5515336812,4593625.896919243
112.0,99.0,88.5,456690.0563081085,4593477.907120583
112.0,123.0,88.5,456200.44636836863,4593335.415819086
113.0,3.0,88.5,453703.8658067249,4592569.975344948
113.0,99.0,88.5,453253.23505318677,4592377.829635416
113.0,123.0,88.5,453254.2143282819,4592386.492499858
114.0,3.0,90.875,448940.2563281709,4589270.132828804
114.0,99.0,91.04166666666667,448667.1396035604,4589103.512375556
114.0,123.0,91.08333333333333,448531.2327538028,4589047.691396171
115.0,3.0,88.5,456121.33768273867,4593368.254919235
115.0,99.0,88.5,455660.840101219,4593224.666023798
115.0,123.0,88.5,455169.96996560146,4593051.859370186
116.0,3.0,88.5,454761.3429168626,4593016.90023211
116.0,99.0,88.5,454341.50393683574,4592830.3596537355
116.0,123.0,88.5,454508.68204223627,4592911.607766163
117.0,3.0,88.875,449066.6622483658,4590041.676274628
117.0,99.0,88.91666666666667,448762.404262688,4589846.5465449635
117.0,123.0,88.91666666666667,448685.41027460864,4589795.876350498
118.0,3.0,88.5,455869.4571112587,4593276.570560614
118.0,99.0,88.5,455128.8137171468,4593083.036039956
118.0,123.0,88.5,455370.7548860534,4593104.6408521915
119.0,3.0,88.66666666666667,451520.9544221379,4591232.753572676
119.0,99.0,88.54166666666667,451924.9454409471,4591316.50482805
119.0,123.0,88.45833333333333,453076.9655102281,4592134.461991945
120.0,3.0,88.5,454782.62149964785,4592868.802268768
120.0,99.0,88.5,454499.0097167311,4592740.494585816
120.0,123.0,88.5,454399.8130211176,4592716.704017977
121.0,3.0,88.54166666666667,450119.3575435878,4590647.910722718
121.0,99.0,88.54166666666667,449885.2055237073,4590485.012128068
121.0,123.0,88.54166666666667,449764.82146494486,4590426.525616616
122.0,3.0,88.5,455304.9340303711,4593144.763783358
122.0,99.0,88.5,454934.62614118465,4592981.725414353
122.0,123.0,88.5,454724.14538058714,4592923.857682028
123.0,3.0,88.5,456601.57151993894,4593529.120584987
123.0,99.0,88.5,456524.40524428576,4593482.045188008
123.0,123.0,88.5,455623.6260191534,4593186.947398726
124.0,3.0,102.58333333333333,455951.3976888332,4586603.770242052
124.0,99.0,102.54166666666667,456032.98999850894,4586712.602058536
124.0,123.0,102.5,456205.2081023452,4586775.716785274
125.0,3.0,88.5,456346.533564169,4593378.9908464
125.0,99.0,88.5,455880.6212218682,4593175.371876194
125.0,123.0,88.5,455896.4183611125,4593171.04649785
126.0,3.0,90.54166666666667,447236.5933858697,4588300.483619932
126.0,99.0,90.58333333333333,447040.55358531524,4588190.810416009
126.0,123.0,90.54166666666667,447101.6293834248,4588233.79206297
127.0,3.0,88.5,454822.475278412,4593033.610442504
127.0,99.0,88.5,454486.4587564562,4592887.992781673
127.0,123.0,88.5,454485.1928563959,4592895.83785677
128.0,3.0,88.5,456134.48729978944,4593349.9776919335
128.0,99.0,88.5,455921.9457402659,4593239.079466478
128.0,123.0,88.5,455798.44000293803,4593190.120814386
129.0,3.0,88.5,454873.9285961853,4592962.062700912
129.0,99.0,88.5,454609.7942513876,4592847.538681015
129.0,123.0,88.5,454631.6542374356,4592858.630086725
130.0,3.0,88.5,452837.5121763955,4592174.8527321415
130.0,99.0,88.5,452396.893082137,4591982.665708302
130.0,123.0,88.5,452284.3310923041,4591935.78576371
131.0,3.0,88.5,455193.93881910964,4593063.720642792
131.0,99.0,88.5,455047.746016153,4592990.041860753
131.0,123.0,88.5,455100.143562173,4592995.695847314
132.0,3.0,88.83333333333333,449006.86995291826,4590243.927337857
132.0,99.0,88.79166666666667,448909.4035291984,4590167.258476563
132.0,123.0,88.79166666666667,448838.3995749321,4590150.845332317
133.0,3.0,90.41666666666667,447551.24771174905,4588283.202831022
133.0,99.0,90.5,447177.4648880467,4588076.292335325
133.0,123.0,90.5,447161.10192285513,4588058.688567389
134.0,3.0,88.5,454971.372850431,4593067.826086228
134.0,99.0,88.5,454509.8426635602,4592871.661495664
134.0,123.0,88.5,454601.0040544672,4592936.114710341
135.0,3.0,88.5,456193.5506336766,4593378.562890179
135.0,99.0,88.5,455990.72230849066,4593284.191144213
135.0,123.0,88.5,455182.5914048327,4593048.14154822
136.0,3.0,88.5,454951.04737645545,4593017.446622288
136.0,99.0,88.5,454833.710176225,4592969.772183089
136.0,123.0,88.5,454605.14331237646,4592896.611530965
137.0,3.0,92.375,442334.1243475371,4584014.059674725
137.0,99.0,92.45833333333333,441975.95367552433,4583765.968620434
137.0,123.0,92.5,441936.3187168626,4583727.777858762
138.0,3.0,88.5,453244.13905326754,4592272.185798075
138.0,99.0,88.5,452797.7481345331,4592069.315515286
138.0,123.0,88.5,452636.75866231014,4592007.482422887
139.0,3.0,88.45833333333333,453447.5402474883,4592411.882926821
139.0,99.0,88.45833333333333,453037.1629563397,4592205.629064018
139.0,123.0,88.45833333333333,452995.8567952941,4592206.953258269
140.0,3.0,90.0,446086.6943506187,4587445.054093214
140.0,99.0,90.04166666666667,445819.8212230306,4587285.81253503
140.0,123.0,90.08333333333333,445778.97691475984,4587261.225752879
141.0,3.0,89.41666666666667,448323.21865605976,4588667.368531818
141.0,99.0,89.5,447930.78012597177,4588396.306406578
141.0,123.0,89.54166666666667,447849.525207764,4588348.347278913
142.0,3.0,88.5,453686.5789273095,4592577.739783368
142.0,99.0,88.5,453263.14187528985,4592393.478129068
142.0,123.0,88.5,453278.1187035588,4592408.352974517
143.0,3.0,88.5,455925.5785853636,4593253.359486606
143.0,99.0,88.5,455634.2144451879,4593125.170569986
143.0,123.0,88.5,455285.67047332716,4593009.689688017
144.0,3.0,88.5,454088.1687194591,4592697.904046426
144.0,99.0,88.5,453728.38096115825,4592553.0876308195
144.0,123.0,88.5,453643.9265844585,4592519.05209016
145.0,3.0,88.5,455282.89921074,4593108.663892666
145.0,99.0,88.5,455014.412341533,4592972.634868512
145.0,123.0,88.5,454960.60353187704,4592968.088712987
146.0,3.0,88.5,452734.6947085303,4592079.354680306
146.0,99.0,88.45833333333333,452316.5679363737,4591866.119189056
146.0,123.0,88.5,452270.78178340575,4591822.130103424
147.0,3.0,88.5,454984.98248549085,4593000.039964743
147.0,99.0,88.5,454631.29693542316,4592861.539608784
147.0,123.0,88.5,454595.65379244345,4592850.783965811
148.0,3.0,92.20833333333333,448812.25820907054,4589425.977805207
148.0,99.0,92.375,448619.2344223667,4589296.06404454
148.0,123.0,92.375,448590.10362431244,4589290.139294859
149.0,3.0,88.5,453355.0652874231,4592222.76511078
149.0,99.0,88.5,453158.09009091376,4592137.103605591
149.0,123.0,88.5,453010.1049450174,4592065.845745465
150.0,3.0,120.29166666666667,457817.7716957866,4610138.428083185
150.0,99.0,120.66666666666667,457531.2334616139,4610034.027331289
150.0,123.0,120.54166666666667,457652.4375678858,4610073.797580577
151.0,3.0,95.29166666666667,439287.00154138915,4582848.845733738
151.0,99.0,95.375,439229.50445620506,4582793.634244248
151.0,123.0,95.45833333333333,439031.20049476187,4582663.280134119
152.0,3.0,88.5,454179.6313255509,4592722.584821137
152.0,99.0,88.5,453663.27905573556,4592498.535888286
152.0,123.0,88.5,453476.2404634302,4592433.08353915
153.0,3.0,88.54166666666667,452754.36063163285,4591821.366416789
153.0,99.0,88.54166666666667,452737.0000395429,4591777.395544592
153.0,123.0,88.54166666666667,452592.0254391385,4591738.228738295
154.0,3.0,90.625,443600.20079256175,4584604.535086866
154.0,99.0,90.70833333333333,443295.07218358817,4584403.972928577
154.0,123.0,90.70833333333333,443303.40446830436,4584406.3728282
155.0,3.0,88.5,452693.0345665929,4592059.309822076
155.0,99.0,88.5,452350.7988444343,4591902.8182546925
155.0,123.0,88.5,452370.36295511737,4591918.694369054
156.0,3.0,88.54166666666667,451736.64474915667,4591617.920066947
156.0,99.0,88.54166666666667,451522.9937883065,4591508.167812463
156.0,123.0,88.54166666666667,451417.7033057207,4591468.946192022
