Init_station,Init_time,Time,Value,Total
157.0,3.0,92.375,443740.20390884485,4585220.421848406
157.0,99.0,92.45833333333333,443543.73003560194,4585089.284252554
157.0,123.0,92.5,443583.0550288294,4585109.864533419
158.0,3.0,88.70833333333333,449673.60272342426,4590256.149116939
158.0,99.0,88.66666666666667,449681.95272667275,4590279.0951665435
158.0,123.0,88.66666666666667,450038.3318797491,4590497.143055825
159.0,3.0,88.5,453506.5390096903,4592351.41637858
159.0,99.0,88.5,453281.1410884011,4592248.354353614
159.0,123.0,88.5,453491.11040394014,4592331.332367757
160.0,3.0,88.5,454399.1481495764,4592707.041104772
160.0,99.0,88.5,454263.52894503897,4592645.332621209
160.0,123.0,88.5,454338.3478322512,4592690.40468532
161.0,3.0,88.5,454603.12152441824,4592848.212146503
161.0,99.0,88.5,454349.0445880881,4592734.555945354
161.0,123.0,88.5,454277.5363575533,4592716.380015385
162.0,3.0,88.625,449803.35866813594,4590666.11401649
162.0,99.0,88.58333333333333,450127.3223923411,4590845.928621726
162.0,123.0,88.625,449234.4017582821,4590396.126126323
163.0,3.0,88.5,453014.6096639928,4592212.3166845525
163.0,99.0,88.5,452671.4260063064,4592060.053594649
163.0,123.0,88.5,452644.8743294302,4592052.374118166
164.0,3.0,88.5,456339.54598859686,4593381.54742452
164.0,99.0,88.5,455858.73623331264,4593215.623863857
164.0,123.0,88.5,455720.5697670424,4593157.788230351
165.0,3.0,88.5,456694.3440113518,4593583.983298607
165.0,99.0,88.5,456174.5082194079,4593387.138987158
165.0,123.0,88.5,455708.2029231937,4593258.973966198
166.0,3.0,88.5,454602.2476865981,4592795.779712163
166.0,99.0,88.5,454339.8322644016,4592690.651244905
166.0,123.0,88.5,454299.9577784145,4592681.106175212
167.0,3.0,88.5,451288.71084716916,4591515.470110286
167.0,99.0,88.5,450920.28790849017,4591336.003284525
167.0,123.0,88.5,450775.8030666959,4591279.437641492
168.0,3.0,88.5,455398.2331707108,4593184.953504024
168.0,99.0,88.5,455091.38681945624,4593058.493749831
168.0,123.0,88.5,454972.04882773774,4593061.7500389675
169.0,3.0,88.5,454859.83453948196,4593010.433567002
169.0,99.0,88.5,454576.174242543,4592884.884703911
169.0,123.0,88.5,454490.7472044519,4592856.422666255
170.0,3.0,88.5,455376.3995770983,4593150.306382238
170.0,99.0,88.5,455020.4986252786,4592998.520917157
170.0,123.0,88.5,455065.2545824923,4593020.618831927
171.0,3.0,88.45833333333333,453692.2770118136,4592580.63278326
171.0,99.0,88.45833333333333,453245.51892963855,4592386.885612749
171.0,123.0,88.45833333333333,453162.5240353535,4592355.422007612
172.0,3.0,109.58333333333333,462325.8886724975,4589727.625568753
172.0,99.0,109.375,462509.36325014767,4589887.9776550215
172.0,123.0,109.45833333333333,462559.42775583424,4589800.819183681
173.0,3.0,88.54166666666667,450840.56873000844,4590889.99265806
173.0,99.0,88.58333333333333,450360.7020299154,4590607.795123925
173.0,123.0,88.58333333333333,450239.5047646358,4590536.807696682
174.0,3.0,88.5,452448.10026602366,4591974.737868081
174.0,99.0,88.5,452144.21082446864,4591835.547077376
174.0,123.0,88.5,452088.76972056564,4591814.961504971
175.0,3.0,88.5,451951.5012806542,4591709.276428021
175.0,99.0,88.5,451489.1933067603,4591493.791851712
175.0,123.0,88.5,451456.6076710909,4591490.874669971
176.0,3.0,88.58333333333333,450680.0834295396,4590987.866734753
176.0,99.0,88.58333333333333,450427.79810654355,4590843.022857711
176.0,123.0,88.58333333333333,450413.053506601,4590845.19175538
177.0,3.0,88.5,454353.4871129944,4592784.575735931
177.0,99.0,88.5,454197.39761031664,4592711.343210535
177.0,123.0,88.5,454281.42963797145,4592757.271499528
178.0,3.0,88.66666666666667,449213.10907678294,4590195.396956221
178.0,99.0,88.66666666666667,448704.70666800765,4589915.033477903
178.0,123.0,88.66666666666667,448852.34797262633,4590002.035152073
179.0,3.0,92.29166666666667,444662.8460595487,4586037.62226936
179.0,99.0,92.33333333333333,444542.66134508187,4585938.199801588
179.0,123.0,92.33333333333333,444510.5918248072,4585927.054629002
180.0,3.0,89.08333333333333,451611.7356869136,4590496.099552186
180.0,99.0,89.125,451326.20701246185,4590338.728636036
180.0,123.0,89.08333333333333,451299.89791392884,4590354.748842434
181.0,3.0,88.54166666666667,450883.35853682784,4591267.41811999
181.0,99.0,88.54166666666667,450588.3370458276,4591136.513948881
181.0,123.0,88.54166666666667,450463.39014928206,4591075.716945591
182.0,3.0,88.5,453892.80557195214,4592590.478365919
182.0,99.0,88.5,453839.2354143588,4592549.687265425
182.0,123.0,88.5,453718.56405807787,4592511.869083045
183.0,3.0,88.5,454258.3358299094,4592707.50300427
183.0,99.0,88.5,454085.65578143235,4592644.352110469
183.0,123.0,88.5,453920.0554785204,4592589.974636657
184.0,3.0,88.54166666666667,451061.0172266895,4590892.277486152
184.0,99.0,88.58333333333333,450734.6608951031,4590663.50123308
184.0,123.0,88.58333333333333,450666.4153627623,4590641.617275074
185.0,3.0,88.5,455060.03470262745,4592798.09398875
185.0,99.0,88.5,454973.2082571076,4592760.724057565
185.0,123.0,88.5,454805.44275284675,4592715.214437373
186.0,3.0,88.5,457587.318955526,4593598.328786621
186.0,99.0,88.5,456237.98945945315,4593270.933998967
186.0,123.0,88.5,456101.7037603822,4593253.403477093
187.0,3.0,88.54166666666667,450982.07621134573,4590952.064306674
187.0,99.0,88.58333333333333,450441.3332314171,4590636.454992013
187.0,123.0,88.58333333333333,450480.46325912053,4590672.790334241
188.0,3.0,88.58333333333333,451785.7508694453,4591390.493214466
188.0,99.0,88.54166666666667,451812.13102852553,4591385.554860767
188.0,123.0,88.54166666666667,451905.48867032764,4591439.842475924
189.0,3.0,88.79166666666667,448100.4053666862,4588612.899778282
189.0,99.0,88.83333333333333,447718.7733670347,4588350.6391417775
189.0,123.0,88.83333333333333,447638.2993396057,4588298.588895543
190.0,3.0,88.5,455648.4356927343,4593265.599222473
190.0,99.0,88.5,455280.2047295942,4593121.039943391
190.0,123.0,88.5,455076.09274105605,4593049.5863335375
191.0,3.0,88.95833333333333,447963.33340641187,4589001.383092776
191.0,99.0,88.95833333333333,447602.79195329564,4588792.043963661
191.0,123.0,89.0,447464.02350741165,4588698.947870546
192.0,3.0,88.5,455072.44230451994,4593082.506183851
192.0,99.0,88.5,454948.55174003344,4593013.293609351
192.0,123.0,88.5,454974.7080136887,4593033.567773861
193.0,3.0,89.04166666666667,449020.88487200474,4589982.764705622
193.0,99.0,89.04166666666667,448765.5578696489,4589838.446146783
193.0,123.0,89.04166666666667,448693.83127769263,4589810.150407702
194.0,3.0,88.5,456824.3536219734,4593571.428441251
194.0,99.0,88.5,456477.40061435505,4593420.526307331
194.0,123.0,88.5,455379.1016267186,4593125.171116767
195.0,3.0,88.5,454860.37298154546,4592986.928095205
195.0,99.0,88.5,454297.71087998466,4592759.470439892
195.0,123.0,88.5,454270.9959395124,4592758.25448462
196.0,3.0,88.5,455118.8737284485,4593063.392246158
196.0,99.0,88.5,454922.3781783217,4592967.323533097
196.0,123.0,88.5,454834.5214140547,4592948.970074074
197.0,3.0,88.5,454250.6080892475,4592764.580440028
197.0,99.0,88.5,453833.9855321342,4592591.29670231
197.0,123.0,88.5,453717.01435177017,4592550.343202611
198.0,3.0,88.5,452883.41128378303,4592236.581582589
198.0,99.0,88.5,452736.81990315765,4592161.6677899975
198.0,123.0,88.5,452701.8069910029,4592153.456557263
199.0,3.0,88.5,455416.44544694957,4593233.4088411145
199.0,99.0,88.5,455243.1975051023,4593133.501065115
199.0,123.0,88.5,455146.4287926137,4593111.370924494
200.0,3.0,88.54166666666667,450815.3161418743,4591355.775091493
200.0,99.0,88.54166666666667,450410.24593444786,4591153.4709877465
200.0,123.0,88.58333333333333,450300.8569960593,4591110.785538191
201.0,3.0,88.5,452967.2501210839,4592236.4683170235
201.0,99.0,88.5,452546.37864699186,4592059.587963904
201.0,123.0,88.5,452459.0889066952,4592023.257291767
202.0,3.0,88.5,455410.4744492853,4593147.082031196
202.0,99.0,88.5,455048.70067250635,4593021.757649705
202.0,123.0,88.5,455078.48083440063,4593013.037375988
203.0,3.0,88.625,447802.10299627227,4589749.584248222
203.0,99.0,88.625,447161.03716958396,4589405.904660219
203.0,123.0,88.625,447147.1365320673,4589394.285274882
204.0,3.0,88.45833333333333,455380.06975418795,4593221.895247812
204.0,99.0,88.45833333333333,455224.1056254741,4593152.461762745
204.0,123.0,88.45833333333333,455096.2383114082,4593117.691665055
205.0,3.0,94.625,439301.12586743454,4582641.99229365
205.0,99.0,94.79166666666667,438939.9335042711,4582379.285714523
205.0,123.0,94.79166666666667,438942.19217180146,4582383.000436634
206.0,3.0,88.5,455124.5573129205,4593162.247604409
206.0,99.0,88.45833333333333,454826.12655769795,4593040.152018536
206.0,123.0,88.5,454821.85010479507,4593024.208079202
207.0,3.0,97.79166666666667,438443.07950779673,4581872.560904713
207.0,99.0,97.95833333333333,438257.56563655747,4581733.174411399
207.0,123.0,98.0,438126.46982645907,4581640.529778722
208.0,3.0,88.5,453613.85110461316,4592570.69041581
208.0,99.0,88.5,453449.7036466494,4592512.4030186925
208.0,123.0,88.5,453305.97896433447,4592454.645411195
209.0,3.0,88.58333333333333,452026.19411562756,4591566.960062591
209.0,99.0,88.58333333333333,451839.48730260297,4591429.262915527
209.0,123.0,88.58333333333333,451967.54308380355,4591520.65697462
210.0,3.0,88.5,455767.7305825454,4593322.304157082
210.0,99.0,88.5,455474.5682302759,4593186.126369277
210.0,123.0,88.5,455574.096674405,4593227.574237309
211.0,3.0,88.5,455656.8994078998,4593280.523389435
211.0,99.0,88.5,455378.97436018777,4593153.954273112
211.0,123.0,88.5,455247.8126966419,4593116.550154908
212.0,3.0,88.5,452539.10268763686,4592196.8349725995
212.0,99.0,88.5,452029.28480974794,4591973.627373792
212.0,123.0,88.5,452224.13053101953,4592058.427589877
213.0,3.0,92.54166666666667,446851.6008887058,4587466.941071466
213.0,99.0,92.58333333333333,446748.8663234513,4587389.94634199
213.0,123.0,92.625,446672.40649125515,4587344.111632443
214.0,3.0,88.5,453918.4829834428,4592705.9591851495
214.0,99.0,88.45833333333333,453504.67218367616,4592533.111017343
214.0,123.0,88.5,453451.65310315613,4592515.551954957
215.0,3.0,88.5,455682.37071078125,4593273.4171699695
215.0,99.0,88.5,455492.3597788593,4593168.9698371
215.0,123.0,88.5,455264.54186364455,4593109.337066326
216.0,3.0,88.5,455479.6070553472,4593168.815030523
216.0,99.0,88.5,455280.58103642886,4593077.893762941
216.0,123.0,88.5,455152.73359621677,4593055.7038755445
217.0,3.0,88.5,456840.481689933,4593519.210471736
217.0,99.0,88.5,456476.4679869439,4593359.821756015
217.0,123.0,88.5,456072.72202079697,4593238.556790553
218.0,3.0,88.5,455550.89289640717,4593269.675122911
218.0,99.0,88.5,455039.950635214,4593077.631219791
218.0,123.0,88.5,455055.00903725205,4593075.56728367
219.0,3.0,88.5,455786.69492772873,4593215.664318236
219.0,99.0,88.5,456025.8543709705,4593245.618913698
219.0,123.0,88.5,454946.361449262,4592972.297767289
220.0,3.0,88.5,456160.65028601047,4593482.2223524805
220.0,99.0,88.5,455898.9230529101,4593358.778964851
220.0,123.0,88.5,455532.579406352,4593236.308400304
221.0,3.0,90.33333333333333,447210.7948104859,4587305.6682719365
221.0,99.0,90.375,446880.6592043246,4587107.335085304
221.0,123.0,90.41666666666667,446859.8703758253,4587098.82008093
222.0,3.0,88.5,456160.671971673,4593367.855467446
222.0,99.0,88.5,456157.3159061609,4593317.543860214
222.0,123.0,88.5,456311.91931496473,4593346.157919876
223.0,3.0,89.08333333333333,447901.14390561514,4588867.901927155
223.0,99.0,89.16666666666667,447374.049196425,4588550.378586961
223.0,123.0,89.16666666666667,447291.8501224936,4588515.091826088
224.0,3.0,88.5,455564.31186735025,4593217.654469853
224.0,99.0,88.5,455856.85173093044,4593101.264650459
224.0,123.0,88.5,455239.40514358436,4593097.8973845765
225.0,3.0,88.5,455102.7773377255,4592967.798414547
225.0,99.0,88.5,454820.0516693988,4592846.6986336205
225.0,123.0,88.5,454724.0898029079,4592817.776941078
226.0,3.0,88.5,455054.1884535334,4592997.856049101
226.0,99.0,88.5,454801.03847038804,4592896.260783754
226.0,123.0,88.5,454816.9596250349,4592905.38456499
227.0,3.0,88.54166666666667,450522.9867351716,4591267.085303473
227.0,99.0,88.54166666666667,450123.39308348764,4591080.75437835
227.0,123.0,88.54166666666667,449994.1054927781,4591022.595092535
228.0,3.0,88.5,454830.87772306724,4592953.113648913
228.0,99.0,88.5,454308.456641705,4592745.467471862
228.0,123.0,88.5,454232.3658926358,4592720.258602877
229.0,3.0,55.75,2163.6185025970162,20050.573736143582
229.0,99.0,55.75,2162.0047701323488,20035.555460046817
229.0,123.0,55.75,2162.6357883831333,20040.561556956196
230.0,3.0,88.5,454655.6276099979,4592959.339921813
230.0,99.0,88.5,454343.1879466793,4592826.846173448
230.0,123.0,88.5,454290.7832690557,4592814.024293885
231.0,3.0,91.29166666666667,466020.77161466546,4588882.418234712
231.0,99.0,91.375,466341.1158058514,4588794.612447148
231.0,123.0,91.41666666666667,466424.72435040365,4588746.697981423
232.0,3.0,88.5,455383.57959353,4593129.749773462
232.0,99.0,88.5,454987.3233960911,4592992.593564672
232.0,123.0,88.5,455019.90623199916,4593003.802117297
233.0,3.0,88.54166666666667,450982.03369259427,4591291.515226058
233.0,99.0,88.54166666666667,450711.37055454496,4591148.571922112
233.0,123.0,88.54166666666667,450631.5817693819,4591115.282047726
234.0,3.0,88.5,455132.42283177306,4593111.255592881
234.0,99.0,88.45833333333333,454726.6233967768,4592957.260822017
234.0,123.0,88.45833333333333,454646.76581990987,4592930.715719087
235.0,3.0,88.5,452046.2975505965,4591877.169286795
235.0,99.0,88.5,451579.6730260568,4591676.68878319
235.0,123.0,88.5,451433.4574662582,4591606.419679241
236.0,3.0,88.58333333333333,451648.470059652,4591373.051265521
236.0,99.0,88.58333333333333,451163.9080880338,4591063.138169028
236.0,123.0,88.58333333333333,451049.5511107549,4591017.593464842
237.0,3.0,88.5,454785.894340713,4592852.4331621
237.0,99.0,88.5,454565.3814691704,4592745.236845444
237.0,123.0,88.5,454457.0983187282,4592707.487966491
238.0,3.0,88.5,455019.380595985,4593044.480968214
238.0,99.0,88.5,454709.190057071,4592925.17979726
238.0,123.0,88.5,454742.53545558295,4592933.309977797
239.0,3.0,93.79166666666667,449073.84818156203,4589259.500530306
239.0,99.0,93.83333333333333,448992.02103772445,4589194.635682002
239.0,123.0,93.91666666666667,448864.93865318736,4589142.3391417
240.0,3.0,88.5,454587.5139868257,4592910.1612329185
240.0,99.0,88.5,454163.086110997,4592726.706192082
240.0,123.0,88.5,453985.0714163676,4592677.192896767
241.0,3.0,88.5,452225.0809310108,4591863.031577395
241.0,99.0,88.5,451671.8333784202,4591615.673273942
241.0,123.0,88.5,451615.6904350905,4591592.716451524
242.0,3.0,88.5,451471.99269247334,4591577.608887374
242.0,99.0,88.5,451011.1617934789,4591364.134152792
242.0,123.0,88.54166666666667,450880.40120698285,4591305.797354148
243.0,3.0,100.5,473679.0241042145,4589025.1717072055
243.0,99.0,100.58333333333333,473386.5101519418,4588917.532649884
243.0,123.0,100.625,473582.2895816427,4588957.906821864
244.0,3.0,88.5,456229.09672799543,4593433.46666907
244.0,99.0,88.5,455654.61230263684,4593229.54999565
244.0,123.0,88.5,455304.4903899332,4593161.115351623
245.0,3.0,88.95833333333333,446220.89489567705,4587466.108941941
245.0,99.0,88.95833333333333,445932.49622594554,4587267.203285154
245.0,123.0,88.95833333333333,445816.5797543902,4587193.373809582
246.0,3.0,88.5,455756.4848119417,4593277.805940516
246.0,99.0,88.5,455550.3525950426,4593162.927404195
246.0,123.0,88.5,455278.9875455169,4593082.733935671
247.0,3.0,88.54166666666667,450572.58940975525,4591012.779273709
247.0,99.0,88.54166666666667,450432.7180878134,4590931.9079773165
247.0,123.0,88.54166666666667,450447.81298325496,4590946.790201845
248.0,3.0,88.5,455249.127219509,4593071.36032693
248.0,99.0,88.5,455092.8104787114,4592997.202869353
248.0,123.0,88.5,455036.6470894613,4592986.532839806
249.0,3.0,88.5,456677.5746460883,4593565.154476381
249.0,99.0,88.5,456092.6554724821,4593359.205623048
249.0,123.0,88.5,455240.6905058483,4593152.671032734
250.0,3.0,88.5,456268.4069483682,4593462.973340573
250.0,99.0,88.5,455862.6056667311,4593299.941831704
250.0,123.0,88.5,455312.058412819,4593158.344203478
251.0,3.0,88.5,452042.84323006566,4591747.418491617
251.0,99.0,88.5,451805.0857873463,4591636.234414005
251.0,123.0,88.5,451739.66646180593,4591613.224097848
252.0,3.0,88.5,456125.63698044844,4593311.946185352
252.0,99.0,88.5,455958.265675753,4593194.290895605
252.0,123.0,88.5,455737.018206352,4593140.4968822505
253.0,3.0,97.08333333333333,471190.1621511676,4588734.474933585
253.0,99.0,97.16666666666667,470837.4422577367,4588654.966876311
253.0,123.0,97.25,471003.95697009994,4588613.174880649
254.0,3.0,88.5,454555.25283733744,4592848.624623959
254.0,99.0,88.5,454317.2694030238,4592744.649586143
254.0,123.0,88.5,454163.60465049796,4592697.952357912
255.0,3.0,88.5,455459.9467076831,4593203.5561458925
255.0,99.0,88.5,455061.306734182,4593027.908740096
255.0,123.0,88.5,454951.894375078,4592998.469602608
256.0,3.0,88.5,456084.69337797584,4593367.824976681
256.0,99.0,88.5,455834.4829490187,4593264.8946514465
256.0,123.0,88.5,455544.08203747426,4593163.976459864
257.0,3.0,88.5,452148.6519200076,4591818.128389459
257.0,99.0,88.5,451708.68618358835,4591613.7030035835
257.0,123.0,88.5,451546.4155758299,4591546.571977495
258.0,3.0,88.45833333333333,455940.29262174375,4593443.5483930055
258.0,99.0,88.45833333333333,455531.624250068,4593271.216615852
258.0,123.0,88.45833333333333,455512.54578369483,4593271.023049941
259.0,3.0,90.83333333333333,447472.7292165086,4588499.908078897
259.0,99.0,90.91666666666667,447246.4961253368,4588380.714405403
259.0,123.0,90.875,447280.4529650522,4588398.380997652
260.0,3.0,88.625,449112.4386185459,4590521.830398481
260.0,99.0,88.625,449070.26222268166,4590498.371077336
260.0,123.0,88.66666666666667,448787.80783950817,4590340.628008334
261.0,3.0,88.5,454716.3459964281,4592940.60290813
261.0,99.0,88.5,454166.9922958731,4592727.1748914365
261.0,123.0,88.5,454124.6463102794,4592710.511805263
262.0,3.0,89.08333333333333,448149.1283833538,4589532.585001506
262.0,99.0,89.125,447719.05346788635,4589288.963059544
262.0,123.0,89.16666666666667,447722.4435856815,4589289.290632412
263.0,3.0,89.16666666666667,447070.4197436515,4588900.231028793
263.0,99.0,89.25,446565.45879648335,4588619.94038268
263.0,123.0,89.25,446481.9838278541,4588576.735295612
264.0,3.0,98.875,460166.24350862345,4589388.011784118
264.0,99.0,99.04166666666667,460015.3067464173,4589232.553986769
264.0,123.0,99.08333333333333,459979.4492199457,4589255.691865498
265.0,3.0,88.5,455800.95353340043,4593194.934443872
265.0,99.0,88.5,455439.6402060108,4593044.809462601
265.0,123.0,88.5,455436.8849734876,4593041.458034427
266.0,3.0,88.5,455794.01176515914,4593309.93124401
266.0,99.0,88.5,455571.5698477448,4593240.8970071655
266.0,123.0,88.5,455478.28289262863,4593190.061454248
267.0,3.0,88.5,454808.488756045,4592972.243600108
267.0,99.0,88.5,454309.2902617754,4592763.521585196
267.0,123.0,88.5,454211.2880091643,4592741.505357447
268.0,3.0,88.5,455622.6403991496,4593297.358773308
268.0,99.0,88.5,455352.9478754851,4593176.817290375
268.0,123.0,88.5,455379.3386264796,4593174.202130249
269.0,3.0,91.83333333333333,444502.02634115476,4585157.153495956
269.0,99.0,92.0,444150.1061212883,4584904.192844327
269.0,123.0,91.95833333333333,444217.1984552376,4584952.240084993
270.0,3.0,88.5,455311.5920427786,4592988.834614354
270.0,99.0,88.5,455050.91044678295,4592876.943104201
270.0,123.0,88.5,454871.1544725898,4592827.772976179
271.0,3.0,88.5,453658.4538218801,4592492.490016491
271.0,99.0,88.5,453237.9245541398,4592312.495932952
271.0,123.0,88.5,453235.46807698766,4592310.160192021
272.0,3.0,91.875,446283.37126953923,4587270.942132441
272.0,99.0,91.91666666666667,446120.3493320271,4587148.741638911
272.0,123.0,91.95833333333333,446029.82791803975,4587092.613728856
273.0,3.0,88.5,453119.9393089262,4592376.087387734
273.0,99.0,88.5,452866.6267884484,4592263.747661432
273.0,123.0,88.5,452800.0051944571,4592244.474711569
274.0,3.0,88.5,455307.43889702566,4593130.162404246
274.0,99.0,88.5,455016.15942996985,4593031.968671789
274.0,123.0,88.5,454773.88306258514,4592951.504832589
275.0,3.0,88.5,452658.2852092406,4591777.829393333
275.0,99.0,88.5,452406.445030713,4591635.297504459
275.0,123.0,88.5,452415.30567076604,4591645.109313716
276.0,3.0,88.54166666666667,451367.539513548,4591431.141659219
276.0,99.0,88.54166666666667,451002.61042899126,4591252.958849719
276.0,123.0,88.54166666666667,450877.71245083294,4591214.306770228
277.0,3.0,90.91666666666667,447852.5547831742,4588740.298273992
277.0,99.0,91.04166666666667,447492.920962508,4588531.204541755
277.0,123.0,91.08333333333333,447468.3147465595,4588514.93033533
278.0,3.0,96.16666666666667,444091.153173103,4584792.183619307
278.0,99.0,96.0,444263.8916772432,4584881.815359448
278.0,123.0,96.125,444157.1403338028,4584820.329211552
279.0,3.0,88.5,451642.0082878517,4591801.899446229
279.0,99.0,88.5,451132.4848951064,4591564.512531465
279.0,123.0,88.5,451204.2623976432,4591607.666234726
280.0,3.0,88.5,454005.9680663219,4592656.756127469
280.0,99.0,88.5,453619.5277301946,4592488.884617427
280.0,123.0,88.5,453596.52723905654,4592478.149359681
281.0,3.0,88.5,451591.06166376616,4591760.849185771
281.0,99.0,88.5,451501.6656140322,4591699.2627857635
281.0,123.0,88.5,451404.8105579829,4591661.507196183
282.0,3.0,88.54166666666667,451070.5565287869,4591335.206137896
282.0,99.0,88.54166666666667,450570.80047398765,4591086.0413575405
282.0,123.0,88.54166666666667,450585.04323221475,4591097.340218902
283.0,3.0,88.54166666666667,451971.03201912204,4591794.47584153
283.0,99.0,88.54166666666667,451709.11566166463,4591673.711608894
283.0,123.0,88.54166666666667,451702.5898654242,4591674.822662974
284.0,3.0,88.5,451666.84871152445,4591640.169083199
284.0,99.0,88.5,451154.80626019667,4591403.822779514
284.0,123.0,88.5,451162.2498694825,4591411.350996074
285.0,3.0,88.5,455497.2399824269,4593165.454290634
285.0,99.0,88.5,455363.4028487783,4593089.927637084
285.0,123.0,88.5,455162.98786275426,4593030.918130352
286.0,3.0,88.5,456478.12933883554,4593509.9076636
286.0,99.0,88.5,455954.51571498724,4593313.737284161
286.0,123.0,88.5,455846.5004104483,4593284.310863042
287.0,3.0,88.45833333333333,454022.2903439187,4592781.664418941
287.0,99.0,88.45833333333333,453780.85629289225,4592670.544188608
287.0,123.0,88.45833333333333,453686.19157873734,4592642.151373255
288.0,3.0,88.5,456175.66068240954,4593421.525893794
288.0,99.0,88.5,455876.04849940154,4593320.958492277
288.0,123.0,88.5,455634.6063725914,4593212.650594145
289.0,3.0,88.5,453974.8847837028,4592640.609191582
289.0,99.0,88.5,453518.8286660161,4592450.630922252
289.0,123.0,88.5,453530.3606956253,4592459.389081017
290.0,3.0,88.5,456534.55180167576,4593465.904627485
290.0,99.0,88.5,456185.4390235581,4593315.802718284
290.0,123.0,88.5,456028.63290395576,4593267.842790946
291.0,3.0,88.5,453412.37110548094,4592492.62376572
291.0,99.0,88.5,453059.2566953583,4592349.898464739
291.0,123.0,88.5,453046.3928393146,4592344.207009083
292.0,3.0,90.33333333333333,446446.76287846646,4586991.667777809
292.0,99.0,90.33333333333333,446326.4715361442,4586914.433985317
292.0,123.0,90.375,446144.06447273056,4586818.354465587
293.0,3.0,101.95833333333333,459942.7875065485,4591600.906807395
293.0,99.0,102.125,459894.94432950544,4591514.880977841
293.0,123.0,102.20833333333333,459758.5382279315,4591493.189986141
294.0,3.0,88.5,454949.432106467,4592896.59231424
294.0,99.0,88.5,454584.113189885,4592748.519532833
294.0,123.0,88.5,454564.64654926315,4592744.547953254
295.0,3.0,100.29166666666667,451885.08807956066,4591301.243245421
295.0,99.0,100.41666666666667,451731.44969100715,4591214.755691152
295.0,123.0,100.41666666666667,451773.4551134247,4591235.992589314
296.0,3.0,90.25,447405.73582160054,4588459.085650152
296.0,99.0,90.33333333333333,447113.006331922,4588290.416523233
296.0,123.0,90.375,447104.374640135,4588271.459773467
297.0,3.0,88.5,452901.180103539,4592099.641804031
297.0,99.0,88.5,452641.636317953,4591979.479028797
297.0,123.0,88.5,452550.65773601,4591953.263024387
298.0,3.0,88.5,456459.65621342,4593425.8329655435
298.0,99.0,88.5,456147.72556718404,4593299.081086872
298.0,123.0,88.5,455714.5994621747,4593166.822909547
299.0,3.0,88.58333333333333,451435.9001223253,4591313.950753983
299.0,99.0,88.58333333333333,451207.8233156834,4591186.151387053
299.0,123.0,88.58333333333333,451254.0886493592,4591206.476684702
300.0,3.0,88.54166666666667,451603.75865389034,4591686.774516646
300.0,99.0,88.54166666666667,451267.0840070549,4591552.173059072
300.0,123.0,88.54166666666667,451026.6033094297,4591447.328579778
301.0,3.0,88.5,453420.39963245904,4592421.025199295
301.0,99.0,88.5,453148.2653541728,4592298.291407768
301.0,123.0,88.5,453076.95158568013,4592281.845280978
302.0,3.0,94.875,438020.96298667055,4581495.410460071
302.0,99.0,95.0,437831.67762208206,4581342.138860105
302.0,123.0,95.04166666666667,437711.53480137244,4581258.145275721
303.0,3.0,88.5,453911.856060902,4592456.6573271435
303.0,99.0,88.5,453824.67656354216,4592395.792535914
303.0,123.0,88.5,453735.53333919076,4592361.369007541
304.0,3.0,88.5,453447.7648065295,4592495.244937554
304.0,99.0,88.45833333333333,453243.8972623321,4592404.127651187
304.0,123.0,88.5,453058.10757696186,4592332.395500176
305.0,3.0,88.5,452348.1616121753,4591967.005898057
305.0,99.0,88.5,451927.8664848936,4591769.54407979
305.0,123.0,88.5,451955.481747923,4591787.935130252
306.0,3.0,88.5,454452.8839774671,4592617.227640481
306.0,99.0,88.5,454268.7315505704,4592519.318450334
306.0,123.0,88.5,454176.96824340033,4592484.6413509175
307.0,3.0,88.58333333333333,449681.4612521556,4590282.781185079
307.0,99.0,88.58333333333333,449402.370366918,4590144.283242926
307.0,123.0,88.625,449309.9907387479,4590094.184095186
308.0,3.0,88.5,453676.0385236206,4592588.051792862
308.0,99.0,88.5,453318.2725590401,4592449.293127833
308.0,123.0,88.5,453229.1063498671,4592407.135303015
309.0,3.0,93.0,444167.7274191171,4584977.512083374
309.0,99.0,93.0,444218.9128722863,4584985.908408398
309.0,123.0,92.95833333333333,444310.6388112943,4585041.550379361
310.0,3.0,88.5,456042.10595537873,4593336.6159714125
310.0,99.0,88.5,455854.32174564316,4593259.930583904
310.0,123.0,88.5,455660.60275785264,4593203.33031098
311.0,3.0,88.5,455556.2966998209,4593243.750842404
311.0,99.0,88.5,455270.3287376624,4593110.585564909
311.0,123.0,88.5,454980.25551428256,4593026.97408108
312.0,3.0,88.5,455365.2948578143,4593243.477968715
312.0,99.0,88.5,455238.5370162691,4593168.933200661
312.0,123.0,88.5,455101.66365403536,4593101.655180146
313.0,3.0,88.5,455612.01385243883,4593143.324215517
313.0,99.0,88.5,455187.25492779806,4592967.964591353
313.0,123.0,88.5,455093.03054437885,4592946.191708924
314.0,3.0,96.625,446938.2714822881,4587297.946829841
314.0,99.0,96.79166666666667,446724.6405954389,4587178.606849942
314.0,123.0,96.75,446747.67079258594,4587183.4965812825
315.0,3.0,88.5,453554.921922679,4592495.038711334
315.0,99.0,88.5,453025.119185138,4592268.69568262
315.0,123.0,88.5,452919.5415312905,4592237.7464957265
316.0,3.0,88.5,455869.26630799595,4593324.368784189
316.0,99.0,88.5,455708.076603327,4593244.375843831
